MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,New metric
TEPEEF,"East Fork Tepee Creek, Klickitat River Basin",290.063.016.005,River,17070106,Klickitat,46.169504,'-121.016523,1
TEXASC,"Texas Creek, Lemhi River Basin",522.303.416.092,River,17060204,Lemhi,44.553319,'-113.322857,1
TEXC,"Tex Creek, South Fork John Day River Basin",351.341.027.025,River,17070201,Upper John Day,44.296088,'-119.244530,1
THOMC,"Thomas Creek, Umatilla River",465.145.005,River,17070103,Umatilla,45.662383,'-118.163402,1
THOP,Thornhollow Acclimation Pond,465.113,Acclimation Pond,17070103,Umatilla,45.684584,'-118.455311,1
TIETNF,"North Fork Tieton River, Naches Basin",539.187.028.037,River,17030002,Naches,46.5987191,'-121.3370423,1
TIETNR,Tieton River- Naches Subbasin,539.187.028,River,17030002,Naches,46.683124,'-120.954305,1
TILLIC,"Tillicum Creek, tributary to Mad River",778.017.003,River,17020010,Upper Columbia-Entiat,47.723294,'-120.458672,1
TILLMC,"Tillman Creek, tributary to Yakima River",539.295,River,17030001,Upper Yakima,47.161168,'-120.981231,1
TMF,Three Mile Falls Dam (Umatilla River),465.005,Dam,17070103,Umatilla,45.882018,'-119.324420,1
TMFFBY,TMF - Release into the Forebay within 0.5 km upstream of Dam,465.005,Intra-Dam Release Site,17070103,Umatilla,45.882018,'-119.324420,1
TMFTAL,TMF - Release into the Tailrace within 0.5 km downstream of Dam,465.005,Intra-Dam Release Site,17070103,Umatilla,45.882018,'-119.324420,1
TONASC,Tonasket Creek - tributary to Okanogan River,858.129,River,17020006,Okanogan,48.924701,'-119.293070,1
TOPPEC,Toppenish Creek,539.13,River,17030003,Lower Yakima,46.358307,'-120.682288,1
TOUCHR,Touchet River,509.035,River,17070102,Walla Walla,46.289755,'-118.476573,1
TOULOU,"Toulou Creek, tributary to Kettle River",1131.018,River,17020002,Kettle,48.8496,'-118.143060,1
TOUT,"North Toutle Hatchery, WDFW",111.032.028.018.001,Hatchery,17080005,Lower Cowlitz,46.374687,'-122.572029,1
TOUTLR,Toutle River,111.032,River,17080005,Lower Cowlitz,46.345943,'-122.818031,1
TOUTNF,North Fork Toutle River,111.032.028,River,17080005,Lower Cowlitz,46.315563,'-122.486469,1
TOWERC,Tower Creek - tributary to Salmon River,522.303.394,River,17060203,Middle Salmon-Panther,45.363442,'-113.859363,1
TRAILC,"Trail Creek, Lemhi River Basin",522.303.416.049.006.007,River,17060204,Lemhi,44.862438,'-113.803377,1
TRINR,"Trinity River, tributary to Klamath River",~~~,River,18010211,Trinity,40.713644,'-123.046424,1
TRONC,"Tronsen Creek, tributary of Peshastin Creek",754.029.023,River,17020011,Wenatchee,47.364578,'-120.578583,1
TROU2C,"Trout Creek, Deschutes River Watershed",328.14,River,17070307,Trout,44.776698,'-120.762428,1
TROUTC,"Trout Creek (trib. to Wind River, Wash.)",251.017,River,17070105,Middle Columbia-Hood,45.819871,'-122.011317,1
TRYOC,"Tryon Creek, tributary to Willamette River",163.032,River,17090012,Lower Willamette,45.448337,'-122.688207,1
TSHIMC,Tshimakain (Chamokane) Creek,1020.057,River,17010307,Lower Spokane,47.973528,'-117.764019,1
TSUGCR,"Tusgawa Creek, tributary to Mason Creek",140.006.009.005,River,17080002,Lewis,45.874049,'-122.569266,1
TUCH,Tucannon River Hatchery,522.100.058,Hatchery,17060107,Lower Snake-Tucannon,46.320108,'-117.662840,1
TUCKEC,"Tucker Creek, tributary to Yakima River",539.321,River,17030001,Upper Yakima,47.215787,'-121.179886,1
TUCR,Tucannon River,522.1,River,17060107,Lower Snake-Tucannon,46.395717,'-117.711201,1
TUM,"Tumwater Dam, Wenatchee River",754.044,Dam,17020011,Wenatchee,47.616653,'-120.723184,1
TUMFBY,TUM - Release into the Forebay within 0.5 km upstream of Dam,754.044,Intra-Dam Release Site,17020011,Wenatchee,47.616653,'-120.723184,1
TUNKC,"Tunk Creek, Okanogan River Basin",858.073,River,17020006,Okanogan,48.530479,'-119.351459,1
TURNCR,"Turner Creek, tributary to Coweeman River",111.002.015,River,17080005,Lower Cowlitz,46.106161,'-122.805199,1
TURO,Turtle Rock Pond,765,Hatchery,17020010,Upper Columbia-Entiat,47.549537,'-120.269820,1
TUTUIC,"Tutuilla Creek, Umatilla River",465.084,River,17070103,Umatilla,45.609109,'-118.762573,1
TWIS2P,Twisp Acclimation Pond (Methow Salmon Recovery Foundation),843.066.002,Acclimation Pond,17020008,Methow,48.36646,'-120.139009,1
TWISPP,Twisp Acclimation Pond (WDFW),843.066.013,Acclimation Pond,17020008,Methow,48.380412,'-120.244062,1
TWISPR,Twisp River,843.066,River,17020008,Methow,48.353884,'-120.365091,1
TWISPW,Twisp River Weir (WDFW),843.066.013,Trap or Weir,17020008,Methow,48.379881,'-120.243074,1
TWITRP,Twisp River rotary smolt trap,843.066.002,Trap or Weir,17020008,Methow,48.367273,'-120.138784,1
TWNMIC,Twentymile Creek,522.224.120.069,River,17060305,South Fork Clearwater,45.737585,'-115.740534,1
TWNMIT,Twentymile Creek Trap,522.224.120.069.003,Trap or Weir,17060305,South Fork Clearwater,45.764769,'-115.755422,1
UKNWRC,Upper Klamath National Wildlife Refuge Avian Colonies,___,Avian Colony,18010203,Upper Klamath Lake,42.513184,'-122.049621,1
UMAH,Umatilla Hatchery,*,Hatchery,17070101,Middle Columbia-Lake Wallula,45.91234,'-119.551354,1
UMAR,Umatilla River,465,River,17070103,Umatilla,45.652406,'-118.935960,1
UMATNF,North Fork Umatilla River,465.145,River,17070103,Umatilla,45.734054,'-118.088492,1
UMATSF,South Fork Umatilla River,465.145,River,17070103,Umatilla,45.664779,'-118.238662,1
UMPQAR,Umpqua River,~~~,River,17100303,Umpqua,43.578607,'-123.572581,1
UMTANC,"Umtanum Creek, Tributary to Yakima River",539.225,River,17030001,Upper Yakima,46.897831,'-120.637532,1
UWH,University of Washington Hatchery,***,Hatchery,17110012,Lake Washington,47.648399,'-122.309751,1
VALEYC,Valley Creek,522.303.609,River,17060201,Upper Salmon,44.305811,'-115.052554,1
VASEUX,"Vaseux Creek, tributary to Okanagan River (Canada)",858.164,River,17020006,Okanogan,49.255292,'-119.344770,1
VATC,Vat Creek,522.303.633.003,River,17060201,Upper Salmon,43.966207,'-114.868365,1
VDS3,"Within 100m upstream of Vertical Drop Structure 3, Okanagan River",858.149,Other,17020006,Okanogan,49.114753,'-119.566517,1
VGISNB,"Van Giesen Road Bridge, Yakima River",539.014,Other,17030003,Lower Yakima,46.297356,'-119.333300,1
VIENTC,"Viento Creek, Columbia River Gorge (OR)",258,River,17070105,Middle Columbia-Hood,45.684765,'-121.658419,1
VNGRC,"Vinegar Creek, tributary to Middle Fork John Day River",351.298.052.103,River,17070203,Middle Fork John Day,44.654535,'-118.513466,1
WAHA,"Washougal Hatchery, WDFW",193.032,Hatchery,17080001,Lower Columbia-Sandy,45.651841,'-122.166096,1
WALH,Wallowa Hatchery,522.271.131.063.001,Hatchery,17060105,Wallowa,45.417567,'-117.301573,1
WALLAR,Walla Walla River,509,River,17070102,Walla Walla,46.039827,'-118.643627,1
WALLIS,"Wallace Island, lower Columbia River near Clatskanie, OR",80,Other,17080003,Lower Columbia-Clatskanie,46.140691,'-123.255369,1
WALLNF,North Fork Walla Walla River,509.081,River,17070102,Walla Walla,45.890745,'-118.128375,1
WALLOR,Wallowa River,522.271.131,River,17060105,Wallowa,45.549218,'-117.459059,1
WALLSF,South Fork Walla Walla River,509.081,River,17070102,Walla Walla,45.841178,'-118.086015,1
WAN,Wanapum Dam,669,Dam,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANACC,Wanacut Creek - tributary to Okanogan River,858.057,River,17020006,Okanogan,48.440826,'-119.393756,1
WANBYP,WAN - Release into the Facility Bypass Flume/Pipe,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANFBY,WAN - Release into the Forebay within 0.5 km upstream of Dam,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANGWL,WAN - Release into Gatewell(s),669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANLD1,WAN - Release into the Left Bank (East Shore) Adult Fish Ladder,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANLD2,WAN - Release into the Right Bank (West Shore) Adult Fish Ladder,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANMRT,WAN - Mortality Recovery,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANSPL,WAN - Release directly into Spill Bay(s),669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANTAL,WAN - Release into the Tailrace within 0.5 km downstream of Dam,669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WANTRB,WAN - Release into Turbine(s),669,Intra-Dam Release Site,17020010,Upper Columbia-Entiat,46.8751,'-119.970900,1
WAP,"Wapato Diversion Dam, Yakima River",539.172,Dam,17030003,Lower Yakima,46.524294,'-120.477022,1
WAPATC,Wapato Canal - headgate to diversion screen (km 000-001),539.172,River,17030003,Lower Yakima,46.521215,'-120.479358,1
WAPATD,Wapato Dam (Archaic - replaced with WAP),539.172,Archaic,17030003,Lower Yakima,46.52429401,'-120.4770219,1
WAPATS,Wapato Screen (Archaic),539.172.001,Archaic,17030003,Lower Yakima,,,1
WAPSRR,WAP - Release into the Separator Return Flume/Pipe with Direct Return to the River,539.172,Intra-Dam Release Site,17030003,Lower Yakima,46.524294,'-120.477022,1
WAPTAL,WAP - Release into the Tailrace within 0.5 km downstream of Dam,539.172,Intra-Dam Release Site,17030003,Lower Yakima,46.524294,'-120.477022,1
WARMSC,Warm Springs Creek,522.224.120.037.092,River,17060303,Lochsa,46.377878,'-114.848876,1
WARMSR,"Warm Springs River, Deschutes River Watershed",328.135,River,17070306,Lower Deschutes,44.927669,'-121.404960,1
WASHOR,Washougal River,193,River,17080001,Lower Columbia-Sandy,45.615894,'-122.181385,1
WASHWF,West Fork Washougal River,193.024,River,17080001,Lower Columbia-Sandy,45.682408,'-122.241942,1
WBIRDC,Whitebird Creek,522.303.086,River,17060209,Lower Salmon,45.777184,'-116.281933,1
WEBBC,"Webb Creek, Lapwai Creek watershed",522.224.019.010.006,River,17060306,Clearwater,46.228835,'-116.747578,1
WEL,Wells Dam,830,Dam,17020005,Chief Joseph,47.947302,'-119.864549,1
WELFBY,WEL - Release into the Forebay within 0.5 km upstream of Dam,830,Intra-Dam Release Site,17020005,Chief Joseph,47.947302,'-119.864549,1
WELH,Wells Hatchery,830,Hatchery,17020005,Chief Joseph,47.946893,'-119.870615,1
WELLD1,WEL - Release into the East Adult Fish Ladder,830,Intra-Dam Release Site,17020005,Chief Joseph,47.947302,'-119.864549,1
WELLD2,WEL - Release into the West Adult Fish Ladder,830,Intra-Dam Release Site,17020005,Chief Joseph,47.947302,'-119.864549,1
WELSBR,Starr Boat Ramp on west shore 5 km upstream of Wells Dam,835,Other,17020005,Chief Joseph,47.983483,'-119.887850,1
WELTAL,WEL - Release into the Tailrace within 0.5 km downstream of Dam,830,Intra-Dam Release Site,17020005,Chief Joseph,47.947302,'-119.864549,1
WENA2T,Upper Wenatchee smolt trap just below Lake Wenatchee,754.086,Trap or Weir,17020011,Wenatchee,47.809761,'-120.715639,1
WENA3T,"Upper Wenatchee trap, 4km above Chiwawa River",754.081,Trap or Weir,17020011,Wenatchee,47.797871,'-120.666151,1
WENA4T,"Lower Wenatchee trap, 2.8km below Mission Creek",754.013,Trap or Weir,17020011,Wenatchee,47.511932,'-120.448268,1
WENASC,"Wenas Creek, Tributary to Yakima River",539.197,River,17030001,Upper Yakima,46.776091,'-120.631642,1
WENATL,Lake Wenatchee,754.09,Other,17020011,Wenatchee,47.822674,'-120.777781,1
WENATR,Wenatchee River,754,River,17020011,Wenatchee,47.584843,'-120.677351,1
WENATT,Wenatchee River trap at West Monitor Bridge,754.01,Trap or Weir,17020011,Wenatchee,47.5007,'-120.425700,1
WENR,Wenaha River,522.271.073,River,17060106,Lower Grande Ronde,45.983755,'-117.621976,1
WENRNF,North Fork Wenaha River,522.271.073.035,River,17060106,Lower Grande Ronde,46.020591,'-117.867897,1
WENRSF,South Fork Wenaha River,522.271.073.035,River,17060106,Lower Grande Ronde,45.912401,'-117.883062,1
WHEELC,"Wheeler Canyon, tributary to Klickitat River",290.018,River,17070106,Klickitat,45.79887,'-121.142704,1
WHITCC,White Cap Creek,522.224.120.037.264,River,17060301,Upper Selway,45.924256,'-114.557302,1
WHITEC,"White Creek, Klickitat River Basin",290.063,River,17070106,Klickitat,46.123692,'-121.072428,1
WHITER,"White River, Wenatchee River Basin",754.09,River,17020011,Wenatchee,47.923908,'-120.904171,1
WHITPC,"Whitepine Creek, Wenatchee River Basin",754.025,River,17020011,Wenatchee,47.737,'-120.977666,1
WHITSC,White Sand Creek - replaced by COLTKC,522.224.120.037.113,Archaic,17060303,Lochsa,,,1
WHITSR,White Salmon River,271,River,17070105,Middle Columbia-Hood,45.953077,'-121.473148,1
WHITWF,"West Fork White Creek, Klickitat River Basin",290.063.017,River,17070106,Klickitat,46.142849,'-121.112609,1
WHSH,Warrenton (OR) High School Hatchery,*,Hatchery,17080006,Lower Columbia,46.1674,'-123.925400,1
WIDOWC,"Widows Creek, John Day River Basin",351.354,River,17070204,Lower John Day,44.402326,'-119.373097,1
WILD2C,Wildcat Creek - Tributary to Tieton River,539.187.028.033,River,17030002,Naches,46.674114,'-121.186815,1
WILDCC,"Wildcat Creek, Lemhi River Basin",522.303.416.090.014.003,River,17060204,Lemhi,44.74072,'-113.205237,1
WILDSC,Wildhorse Spring Creek - tributary to Okanogan River,858.114,River,17020006,Okanogan,48.861998,'-119.375046,1
WILH,Willamette Hatchery (ODFW) at Oakridge,*,Hatchery,17090001,Middle Fork Willamette,43.743215,'-122.443804,1
WILL,Willard National Fish Hatchery,261.009,Hatchery,17070105,Middle Columbia-Hood,45.766159,'-121.631313,1
WILL2C,Williams Creek - Tributary to Swauk Creek,539.274.018,River,17030001,Upper Yakima,47.262591,'-120.652794,1
WILLIC,Williams Creek,522.303.622,River,17060201,Upper Salmon,44.083207,'-114.825327,1
WILLR,WILLAMETTE RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),163,Archaic,N/A,,,,1
WILLR1,Willamette River - mouth to Willamette Falls (km 0-43),163,River Segment,17090012,Lower Willamette,45.521944,'-122.667742,1
WILLR2,Willamette River - Willamette Falls to Santiam River (km 43-175),163,River Segment,17090007,Middle Willamette,45.145398,'-123.031979,1
WILLR3,Willamette River - Santiam River to the confluence of the Middle and Coast forks of the Willamette River (km 175-301),163,River Segment,17090003,Upper Willamette,44.404489,'-123.226823,1
WILMOC,Wilmont Creek - tributary to Columbia River,1046,River,17020001,Franklin D. Roosevelt Lake,48.14226,'-118.400092,1
WILPB,"Willapa Bay, WA",~~~,Other,17100106,Willapa Bay,46.586637,'-123.968147,1
WILRMF,Middle Fork Willamette River,163.301,River,17090001,Middle Fork Willamette,43.737859,'-122.458366,1
WILSN2,"Wilson Creek, tributary to South Fork Chewelah Creek",1121.073.003.015,River,17020003,Colville,48.362556,'-117.553531,1
WILSNC,"Wilson Creek, Tributary to Yakima River",539.237,River,17030001,Upper Yakima,46.998726,'-120.540822,1
WILSOC,"Wilson Creek, Middle Fork Salmon River",522.303.319.037,River,17060206,Lower Middle Fork Salmon,45.060361,'-114.596469,1
WIMPYC,"Wimpey Creek, Lemhi River Basin",522.303.416.020,River,17060204,Lemhi,45.135705,'-113.662492,1
WIND2R,"Wind River, Washington",251,River,17070105,Middle Columbia-Hood,45.840155,'-121.942994,1
WINDR,Wind River,522.303.177,River,17060207,Middle Salmon-Chamberlain,45.522656,'-115.883544,1
WINT,Winthrop National Fish Hatchery,843.081,Hatchery,17020008,Methow,48.473894,'-120.189297,1
WINTBC,Rearing Pond in the back channel to Winthrop National Fish Hatchery,843.081,Acclimation Pond,17020008,Methow,48.473894,'-120.189297,1
WITHGC,"Withington Creek, Lemhi River Basin",522.303.416.021,River,17060204,Lemhi,45.049628,'-113.769447,1
WOLFC,"Wolf Creek, Methow River",843.085,River,17020008,Methow,48.477682,'-120.374240,1
WOODIS,"Woody Island, Columbia River Estuary",47,Other,17080006,Lower Columbia,46.247173,'-123.542592,1
WOPTXD,Wapatox Dam (Archaic - replaced with WPX),539.187.028,Archaic,17030002,Naches,46.74822735,'-120.7797133,1
WPX,"Wapatox Diversion Dam, Naches River",539.187.028,Dam,17030002,Naches,46.748227,'-120.779713,1
WPXTAL,WPX - Release into the Tailrace within 0.5 km downstream of Dam,539.187.028,Intra-Dam Release Site,17030002,Naches,46.748227,'-120.779713,1
WRIGTC,"Wright Creek, Lemhi River Basin",522.303.416.049.014.004,River,17060204,Lemhi,44.760314,'-113.792585,1
WRNFMF,"North Fork, Middle Fork Willamette River",163.301.058,River,17090001,Middle Fork Willamette,43.87042,'-122.202152,1
WRROOK,Wallowa River Heron Rookery,522.271.131.068,Avian Colony,17060105,Wallowa,45.401233,'-117.254543,1
WSPH,Warm Springs National Fish Hatchery,328.135.016,Hatchery,17070306,Lower Deschutes,44.862051,'-121.245301,1
WYCHUC,"Wychus Creek, Upper Deschutes River Basin",328.198,River,17070301,Upper Deschutes,44.289194,'-121.537010,1
WZDF,"Wizard Falls Hatchery, ODFW",328.177.053,Hatchery,17070301,Upper Deschutes,44.5228,'-121.631900,1
YAKIM1,Yakima River - mouth to Naches River (km 0-187),539,River Segment,17030003,Lower Yakima,46.23071,'-119.997449,1
YAKIM2,Yakima River - Naches River to headwaters (km 187-345),539,River Segment,17030001,Upper Yakima,47.104816,'-120.723699,1
YAKIMR,YAKIMA RIVER (ARCHAIC - REPLACED WITH REACH-SPECIFIC DEFINITIONS),539,Archaic,N/A,,,,1
YANKFK,Yankee Fork Salmon River,522.303.591,River,17060201,Upper Salmon,44.412169,'-114.636147,1
YANKWF,West Fork Yankee Fork Salmon River,522.303.591.011,River,17060201,Upper Salmon,44.396242,'-114.815062,1
YELHKC,"Yellowhawk Creek, Walla Walla River",509.07,River,17070102,Walla Walla,46.035466,'-118.333888,1
YELLJC,"Yellowjacket Creek, tributary of Camas Creek, Middle Fork Salmon River",522.303.319.057.007,River,17060206,Lower Middle Fork Salmon,44.980056,'-114.501795,1
YELLLC,Yellowbelly Lake Creek,522.303.633.001,River,17060201,Upper Salmon,43.999045,'-114.853268,1
YOUNGB,"Youngs Bay, tributary to the Columbia River",8,River,17080006,Lower Columbia,46.175461,'-123.867820,1
YPPL,"Yellow Pine Pit Lake, East Fork South Fork Salmon River",522.303.215.060.042,Other,17060208,South Fork Salmon,44.92713,'-115.335487,1
YRIANC,"Yearian Creek, Lemhi River Basin",522.303.416.057,River,17060204,Lemhi,44.874442,'-113.551059,1
ZENAC,"Zena Creek, Secesh River Basin",522.303.215.059.005,River,17060208,South Fork Salmon,45.045446,'-115.735425,1
ZENAWF,"West Fork Zena Creek, Secesh River Basin",522.303.215.059.005.003,River,17060208,South Fork Salmon,45.087905,'-115.719755,1
